,0,1,2,3,4,5,6,7,8,9,10
1888,hægstealdra,heap,hringnet,bæron,,,,,,,
1889,locene,leoðosyrcan,landweard,onfand,,,,,,,
1890,eftsið,eorla,swa,he,ær,dyde,,,,,
1891,no,he,mid,hearme,of,hliðes,nosan,,,,
1892,gæstas,grette,ac,him,togeanes,rad,,,,,
1893,cwæð,þæt,wilcuman,wedera,leodum,,,,,,
1894,scaþan,scirhame,to,scipe,foron,,,,,,
1895,þa,wæs,on,sande,sægeap,naca,,,,,
1896,hladen,herewædum,hringedstefna,,,,,,,,
1897,mearum,ond,maðmum,mæst,hlifade,,,,,,
1898,ofer,hroðgares,hordgestreonum,,,,,,,,
1899,he,þæm,batwearde,bunden,golde,,,,,,
1900,swurd,gesealde,þæt,he,syðþan,wæs,,,,,
1901,on,meodubence,maþme,þy,weorþra,,,,,,
1902,yrfelafe,gewat,him,on,naca,,,,,,
1903,drefan,deop,wæter,dena,land,ofgeaf,,,,,
1904,þa,wæs,be,mæste,merehrægla,sum,,,,,
1905,segl,sale,fæst,sundwudu,þunede,,,,,,
1906,no,þær,wegflotan,wind,ofer,yðum,,,,,
1907,siðes,getwæfde,sægenga,for,,,,,,,
1908,fleat,famigheals,forð,ofer,yðe,,,,,,
1909,bundenstefna,ofer,brimstreamas,,,,,,,,
1910,þæt,hie,geata,clifu,ongitan,meahton,,,,,
1911,cuþe,næssas,ceol,up,geþrang,,,,,,
1912,lyftgeswenced,on,lande,stod,,,,,,,
1913,hraþe,wæs,æt,holme,hyðweard,geara,,,,,
1914,se,þe,ær,lange,tid,leofra,manna,,,,
1915,fus,æt,faroðe,feor,wlatode,,,,,,
1916,sælde,to,sande,sidfæþme,scip,,,,,,
1917,oncerbendum,fæst,þy,læs,hym,yþa,ðrym,,,,
1918,wudu,wynsuman,forwrecan,meahte,,,,,,,
1919,het,þa,up,beran,æþelinga,gestreon,,,,,
1920,frætwe,ond,fætgold,næs,him,feor,þanon,,,,
1921,to,gesecanne,sinces,bryttan,,,,,,,
1922,higelac,hreþling,þær,æt,ham,wunað,,,,,
1923,selfa,mid,gesiðum,sæwealle,neah,,,,,,
1924,bold,wæs,betlic,bregorof,cyning,,,,,,
1925,heah,in,healle,hygd,swiðe,geong,,,,,
1926,wis,welþungen,þeah,ðe,wintra,lyt,,,,,
1927,under,burhlocan,gebiden,hæbbe,,,,,,,
1928,hæreþes,dohtor,næs,hio,hnah,swa,þeah,,,,
1929,ne,to,gneað,gifa,geata,leodum,,,,,
1930,maþmgestreona,mod,þryðo,wæg,,,,,,,
1931,fremu,folces,cwen,firen,ondrysne,,,,,,
1932,nænig,þæt,dorste,deor,geneþan,,,,,,
1933,swæsra,gesiða,nefne,sinfrea,,,,,,,
1934,þæt,hire,an,dæges,eagum,starede,,,,,
1935,ac,him,wælbende,weotode,tealde,,,,,,
1936,handgewriþene,hraþe,seoþðan,wæs,,,,,,,
1937,æfter,mundgripe,mece,geþinged,,,,,,,
1938,þæt,hit,sceadenmæl,scyran,moste,,,,,,
1939,cwealmbealu,cyðan,ne,bið,swylc,cwenlic,þeaw,,,,
1940,idese,to,efnanne,þeah,ðe,hio,ænlicu,sy,,,
1941,þætte,freoðuwebbe,feores,onsæce,,,,,,,
1942,æfter,ligetorne,leofne,mannan,,,,,,,
1943,huru,þæt,onhohsnode,hemminges,mæg,,,,,,
1944,ealodrincende,oðer,sædan,,,,,,,,
1945,þæt,hio,leodbealewa,læs,gefremede,,,,,,
1946,inwitniða,syððan,ærest,wearð,,,,,,,
1947,gyfen,goldhroden,geongum,cempan,,,,,,,
1948,æðelum,diore,syððan,hio,offan,flet,,,,,
1949,ofer,fealone,flod,be,fæder,lare,,,,,
1950,siðe,gesohte,ðær,hio,syððan,well,,,,,
1951,in,gumstole,gode,mære,,,,,,,
1952,lifgesceafta,lifigende,breac,,,,,,,,
1953,hiold,heahlufan,wið,hæleþa,brego,,,,,,
1954,ealles,moncynnes,mine,gefræge,,,,,,,
1955,þone,selestan,bi,sæm,tweonum,,,,,,
1956,eormencynnes,forðam,offa,wæs,,,,,,,
1957,geofum,ond,guðum,garcene,man,,,,,,
1958,wide,geweorðod,wisdome,heold,,,,,,,
1959,eðel,sinne,þonon,eomer,woc,,,,,,
1960,hæleðum,to,helpe,hemminges,mæg,,,,,,
1961,nefa,garmundes,niða,cræftig,,,,,,,
1962,gewat,him,ða,se,hearda,mid,his,hondscole,,,
1963,sylf,æfter,sande,sæwong,tredan,,,,,,
1964,wide,waroðas,woruldcandel,scan,,,,,,,
1965,sigel,suðan,fus,hi,sið,drugon,,,,,
1966,elne,geeodon,to,ðæs,ðe,eorla,hleo,,,,
1967,bonan,ongenþeoes,burgum,in,innan,,,,,,
1968,geongne,guðcyning,godne,gefrunon,,,,,,,
1969,hringas,dælan,higelace,wæs,,,,,,,
1970,sið,beowulfes,snude,gecyðed,,,,,,,
1971,þæt,ðær,on,worðig,wigendra,hleo,,,,,
1972,lindgestealla,lifigende,cwom,,,,,,,,
1973,heaðolaces,hal,to,hofe,gongan,,,,,,
1974,hraðe,wæs,gerymed,swa,se,rica,bebead,,,,
1975,feðegestum,flet,innanweard,,,,,,,,
1976,gesæt,þa,wið,sylfne,se,ða,sæcce,genæs,,,
1977,mæg,wið,mæge,syððan,mandryhten,,,,,,
1978,þurh,hleoðorcwyde,holdne,gegrette,,,,,,,
1979,meaglum,wordum,meoduscencum,hwearf,,,,,,,
1980,geond,þæt,healreced,hæreðes,dohtor,,,,,,
1981,lufode,ða,leode,liðwæge,bær,,,,,,
1982,hæleðum,to,handa,higelac,ongan,,,,,,
1983,sinne,geseldan,in,sele,þam,hean,,,,,
1984,fægre,fricgcean,hyne,fyrwet,bræc,,,,,,
1985,hwylce,sægeata,siðas,wæron,,,,,,,
1986,hu,lomp,eow,on,lade,leofa,biowulf,,,,
1987,þa,ðu,færinga,feorr,gehogodest,,,,,,
1988,sæcce,secean,ofer,sealt,wæter,,,,,,
1989,hilde,to,hiorote,ac,ðu,hroðgare,,,,,
1990,widcuðne,wean,wihte,gebettest,,,,,,,
1991,mærum,ðeodne,ic,ðæs,modceare,,,,,,
1992,sorhwylmum,seað,siðe,ne,truwode,,,,,,
1993,leofes,mannes,ic,ðe,lange,bæd,,,,,
1994,þæt,ðu,þone,wælgæst,wihte,ne,grette,,,,
1995,lete,suðdene,sylfe,geweorðan,,,,,,,
1996,guðe,wið,grendel,gode,ic,þanc,secge,,,,
1997,þæs,ðe,ic,ðe,gesundne,geseon,moste,,,,
1998,biowulf,maðelode,bearn,ecgðioes,,,,,,,
1999,þæt,is,undyrne,dryhten,higelac,,,,,,
2000,micel,gemeting,monegum,fira,,,,,,,
2001,hwylc,orleghwil,uncer,grendles,,,,,,,
2002,wearð,on,ðam,wange,þær,he,worna,fela,,,
2003,sigescyldingum,sorge,gefremede,,,,,,,,
2004,yrmðe,to,aldre,ic,ðæt,eall,gewræc,,,,
2005,swa,begylpan,ne,þearf,grendeles,maga,,,,,
2006,ænig,ofer,eorðan,uhthlem,þone,,,,,,
2007,se,ðe,lengest,leofað,laðan,cynnes,,,,,
2008,facne,bifongen,ic,ðær,furðum,cwom,,,,,
2009,to,ðam,hringsele,hroðgar,gretan,,,,,,
2010,sona,me,se,mæra,mago,healfdenes,,,,,
2011,syððan,he,modsefan,minne,cuðe,,,,,,
2012,wið,his,sylfes,sunu,setl,getæhte,,,,,
2013,weorod,wæs,on,wynne,ne,seah,ic,widan,feorh,,
2014,under,heofones,hwealf,healsittendra,,,,,,,
2015,medudream,maran,hwilum,mæru,cwen,,,,,,
2016,friðusibb,folca,flet,eall,geondhwearf,,,,,,
2017,bædde,byre,geonge,oft,hio,beahwriðan,,,,,
2018,secge,sealde,ær,hie,to,setle,geong,,,,
2019,hwilum,for,duguðe,dohtor,hroðgares,,,,,,
2020,eorlum,on,ende,ealuwæge,bær,,,,,,
2021,þa,ic,freaware,fletsittende,,,,,,,
2022,nemnan,hyrde,þær,hio,nægled,sinc,,,,,
2023,hæleðum,sealde,sio,gehaten,is,,,,,,
2024,geong,goldhroden,gladum,suna,frodan,,,,,,
2025,hafað,þæs,geworden,wine,scyldinga,,,,,,
2026,rices,hyrde,ond,þæt,ræd,talað,,,,,
2027,þæt,he,mid,ðy,wife,wælfæhða,dæl,,,,
2028,sæcca,gesette,oft,seldan,hwær,,,,,,
2029,æfter,leodhryre,lytle,hwile,,,,,,,
2030,bongar,bugeð,þeah,seo,bryd,duge,,,,,
2031,mæg,þæs,þonne,ofþyncan,ðeodne,heaðobeardna,,,,,
2032,ond,þegna,gehwam,þara,leoda,,,,,,
2033,þonne,he,mid,fæmnan,on,flett,gæð,,,,
2034,dryhtbearn,dena,duguða,biwenede,,,,,,,
2035,on,him,gladiað,gomelra,lafe,,,,,,
2036,heard,ond,hringmæl,heaðabeardna,gestreon,,,,,,
2037,þenden,hie,ðam,wæpnum,wealdan,moston,,,,,
2038,oððæt,hie,forlæddan,to,ðam,lindplegan,,,,,
2039,swæse,gesiðas,ond,hyra,sylfra,feorh,,,,,
2040,þonne,cwið,æt,beore,se,ðe,beah,gesyhð,,,
2041,eald,æscwiga,se,ðe,eall,geman,,,,,
2042,garcwealm,gumena,him,bið,grim,sefa,,,,,
2043,onginneð,geomormod,geongum,cempan,,,,,,,
2044,þurh,hreðra,gehygd,higes,cunnian,,,,,,
2045,wigbealu,weccean,ond,þæt,word,acwyð,,,,,
2046,meaht,ðu,min,wine,mece,gecnawan,,,,,
2047,þone,þin,fæder,to,gefeohte,bær,,,,,
2048,under,heregriman,hindeman,siðe,,,,,,,
2049,dyre,iren,þær,hyne,dene,slogon,,,,,
2050,weoldon,wælstowe,syððan,wiðergyld,læg,,,,,,
2051,æfter,hæleþa,hryre,hwate,scyldungas,,,,,,
2052,nu,her,þara,banena,byre,nathwylces,,,,,
2053,frætwum,hremig,on,flet,gæð,,,,,,
2054,morðres,gylpeð,ond,þone,maðþum,byreð,,,,,
2055,þone,þe,ðu,mid,rihte,rædan,sceoldest,,,,
2056,manað,swa,ond,myndgað,mæla,gehwylce,,,,,
2057,sarum,wordum,oððæt,sæl,cymeð,,,,,,
2058,þæt,se,fæmnan,þegn,fore,fæder,dædum,,,,
2059,æfter,billes,bite,blodfag,swefeð,,,,,,
2060,ealdres,scyldig,him,se,oðer,þonan,,,,,
2061,losað,lifigende,con,him,land,geare,,,,,
2062,þonne,bioð,abrocene,on,ba,healfe,,,,,
2063,aðsweord,eorla,syððan,ingelde,,,,,,,
2064,weallað,wælniðas,ond,him,wiflufan,,,,,,
2065,æfter,cearwælmum,colran,weorðað,,,,,,,
2066,þy,ic,heaðobeardna,hyldo,ne,telge,,,,,
2067,dryhtsibbe,dæl,denum,unfæcne,,,,,,,
2068,freondscipe,fæstne,ic,sceal,forð,sprecan,,,,,
2069,gen,ymbe,grendel,þæt,ðu,geare,cunne,,,,
2070,sinces,brytta,to,hwan,syððan,wearð,,,,,
2071,hondræs,hæleða,syððan,heofones,gim,,,,,,
2072,glad,ofer,grundas,gæst,yrre,cwom,,,,,
2073,eatol,æfengrom,user,neosan,,,,,,,
2074,ðær,we,gesunde,sæl,weardodon,,,,,,
2075,þær,wæs,hondscio,hild,onsæge,,,,,,
2076,feorhbealu,fægum,he,fyrmest,læg,,,,,,
2077,gyrded,cempa,him,grendel,wearð,,,,,,
2078,mærum,maguþegne,to,muðbonan,,,,,,,
2079,leofes,mannes,lic,eall,forswealg,,,,,,
2080,no,ðy,ær,ut,ða,gen,idelhende,,,,
2081,bona,blodigtoð,bealewa,gemyndig,,,,,,,
2082,of,ðam,goldsele,gongan,wolde,,,,,,
2083,ac,he,mægnes,rof,min,costode,,,,,
2084,grapode,gearofolm,glof,hangode,,,,,,,
2085,sid,ond,syllic,searobendum,fæst,,,,,,
2086,sio,wæs,orðoncum,eall,gegyrwed,,,,,,
2087,deofles,cræftum,ond,dracan,fellum,,,,,,
2088,he,mec,þær,on,innan,unsynnigne,,,,,
2089,dior,dædfruma,gedon,wolde,,,,,,,
2090,manigra,sumne,hyt,ne,mihte,swa,,,,,
2091,syððan,ic,on,yrre,uppriht,astod,,,,,
2092,to,lang,ys,to,reccenne,hu,ic,ðam,leodsceaðan,,
2093,yfla,gehwylces,ondlean,forgeald,,,,,,,
2094,þær,ic,þeoden,min,þine,leode,,,,,
2095,weorðode,weorcum,he,on,weg,losade,,,,,
2096,lytle,hwile,lifwynna,breac,,,,,,,
2097,hwæþre,him,sio,swiðre,swaðe,weardade,,,,,
2098,hand,on,hiorte,ond,he,hean,ðonan,,,,
2099,modes,geomor,meregrund,gefeoll,,,,,,,
2100,me,þone,wælræs,wine,scildunga,,,,,,
2101,fættan,golde,fela,leanode,,,,,,,
2102,manegum,maðmum,syððan,mergen,com,,,,,,
2103,ond,we,to,symble,geseten,hæfdon,,,,,
2104,þær,wæs,gidd,ond,gleo,gomela,scilding,,,,
2105,felafricgende,feorran,rehte,,,,,,,,
2106,hwilum,hildedeor,hearpan,wynne,,,,,,,
2107,gomenwudu,grette,hwilum,gyd,awræc,,,,,,
2108,soð,ond,sarlic,hwilum,syllic,spell,,,,,
2109,rehte,æfter,rihte,rumheort,cyning,,,,,,
2110,hwilum,eft,ongan,eldo,gebunden,,,,,,
2111,gomel,guðwiga,gioguðe,cwiðan,,,,,,,
2112,hildestrengo,hreðer,inne,weoll,,,,,,,
2113,þonne,he,wintrum,frod,worn,gemunde,,,,,
2114,swa,we,þær,inne,ondlangne,dæg,,,,,
2115,niode,naman,oððæt,niht,becwom,,,,,,
2116,oðer,to,yldum,þa,wæs,eft,hraðe,,,,
2117,gearo,gyrnwræce,grendeles,modor,,,,,,,
2118,siðode,sorhfull,sunu,deað,fornam,,,,,,
2119,wighete,wedra,wif,unhyre,,,,,,,
2120,hyre,bearn,gewræc,beorn,acwealde,,,,,,
2121,ellenlice,þær,wæs,æschere,,,,,,,
2122,frodan,fyrnwitan,feorh,uðgenge,,,,,,,
2123,noðer,hy,hine,ne,moston,syððan,mergen,cwom,,,
2124,deaðwerigne,denia,leode,,,,,,,,
2125,bronde,forbærnan,ne,on,bęl,hladan,,,,,
2126,leofne,mannan,hio,þæt,lic,ætbær,,,,,
2127,feondes,fæðmum,under,firgenstream,,,,,,,
2128,þæt,wæs,hroðgare,hreowa,tornost,,,,,,
2129,þara,þe,leodfruman,lange,begeate,,,,,,
2130,þa,se,ðeoden,mec,ðine,life,,,,,
2131,healsode,hreohmod,þæt,ic,on,holma,geþring,,,,
2132,eorlscipe,efnde,ealdre,geneðde,,,,,,,
2133,mærðo,fremede,he,me,mede,gehet,,,,,
2134,ic,ða,ðæs,wælmes,þe,is,wide,cuð,,,
2135,grimne,gryrelicne,grundhyrde,fond,,,,,,,
2136,þær,unc,hwile,wæs,hand,gemæne,,,,,
2137,holm,heolfre,weoll,ond,ic,heafde,becearf,,,,
2138,in,ðam,guðsele,grendeles,modor,,,,,,
2139,eacnum,ecgum,unsofte,þonan,,,,,,,
2140,feorh,oðferede,næs,ic,fæge,þa,gyt,,,,
2141,ac,me,eorla,hleo,eft,gesealde,,,,,
2142,maðma,menigeo,maga,healfdenes,,,,,,,
2143,swa,se,ðeodkyning,þeawum,lyfde,,,,,,
2144,nealles,ic,ðam,leanum,forloren,hæfde,,,,,
2145,mægnes,mede,ac,he,me,maðmas,geaf,,,,
2146,sunu,healfdenes,on,minne,sylfes,dom,,,,,
2147,ða,ic,ðe,beorncyning,bringan,wylle,,,,,
2148,estum,geywan,gen,is,eall,æt,ðe,,,,
2149,lissa,gelong,ic,lyt,hafo,,,,,,
2150,heafodmaga,nefne,hygelac,ðec,,,,,,,
2151,het,ða,in,beran,eaforheafodsegn,,,,,,
2152,heaðosteapne,helm,hare,byrnan,,,,,,,
2153,guðsweord,geatolic,gyd,æfter,wræc,,,,,,
2154,me,ðis,hildesceorp,hroðgar,sealde,,,,,,
2155,snotra,fengel,sume,worde,het,,,,,,
2156,þæt,ic,his,ærest,ðe,est,gesægde,,,,
2157,cwæð,þæt,hyt,hæfde,hiorogar,cyning,,,,,
2158,leod,scyldunga,lange,hwile,,,,,,,
2159,no,ðy,ær,suna,sinum,syllan,wolde,,,,
2160,hwatum,heorowearde,þeah,he,him,hold,wære,,,,
2161,breostgewædu,bruc,ealles,well,,,,,,,
2162,hyrde,ic,þæt,þam,frætwum,feower,mearas,,,,
2163,lungre,gelice,last,weardode,,,,,,,
2164,æppelfealuwe,he,him,est,geteah,,,,,,
2165,meara,ond,maðma,swa,sceal,mæg,don,,,,
2166,nealles,inwitnet,oðrum,bregdon,,,,,,,
2167,dyrnum,cræfte,deað,renian,,,,,,,
2168,hondgesteallan,hygelace,wæs,,,,,,,,
2169,niða,heardum,nefa,swyðe,hold,,,,,,
2170,ond,gehwæðer,oðrum,hroþra,gemyndig,,,,,,
2171,hyrde,ic,þæt,he,ðone,healsbeah,hygde,gesealde,,,
2172,wrætlicne,wundurmaððum,ðone,þe,him,wealhðeo,geaf,,,,
2173,ðeodnes,dohtor,þrio,wicg,somod,,,,,,
2174,swancor,ond,sadolbeorht,hyre,syððan,wæs,,,,,
2175,æfter,beahðege,breost,geweorðod,,,,,,,
2176,swa,bealdode,bearn,ecgðeowes,,,,,,,
2177,guma,guðum,cuð,godum,dædum,,,,,,
2178,dreah,æfter,dome,nealles,druncne,slog,,,,,
2179,heorðgeneatas,næs,him,hreoh,sefa,,,,,,
2180,ac,he,mancynnes,mæste,cræfte,,,,,,
2181,ginfæstan,gife,þe,him,god,sealde,,,,,
2182,heold,hildedeor,hean,wæs,lange,,,,,,
2183,swa,hyne,geata,bearn,godne,ne,tealdon,,,,
2184,ne,hyne,on,medobence,micles,wyrðne,,,,,
2185,drihten,wedera,gedon,wolde,,,,,,,
2186,swyðe,wendon,þæt,he,sleac,wære,,,,,
2187,æðeling,unfrom,edwenden,cwom,,,,,,,
2188,tireadigum,menn,torna,gehwylces,,,,,,,
2189,het,ða,eorla,hleo,in,gefetian,,,,,
2190,heaðorof,cyning,hreðles,lafe,,,,,,,
2191,golde,gegyrede,næs,mid,geatum,ða,,,,,
2192,sincmaðþum,selra,on,sweordes,had,,,,,,
2193,þæt,he,on,biowulfes,bearm,alegde,,,,,
2194,ond,him,gesealde,seofan,þusendo,,,,,,
2195,bold,ond,bregostol,him,wæs,bam,samod,,,,
2196,on,ðam,leodscipe,lond,gecynde,,,,,,
2197,eard,eðelriht,oðrum,swiðor,,,,,,,
2198,side,rice,þam,ðær,selra,wæs,,,,,
2199,eft,þæt,geiode,ufaran,dogrum,,,,,,
2200,hildehlæmmum,syððan,hygelac,læg,,,,,,,
2201,ond,heardrede,hildemeceas,,,,,,,,
2202,under,bordhreoðan,to,bonan,wurdon,,,,,,
2203,ða,hyne,gesohtan,on,sigeþeode,,,,,,
2204,hearde,hildefrecan,heaðoscilfingas,,,,,,,,
2205,niða,genægdan,nefan,hererices,,,,,,,
2206,syððan,beowulfe,brade,rice,,,,,,,
2207,on,hand,gehwearf,he,geheold,tela,,,,,
2208,fiftig,wintra,wæs,ða,frod,cyning,,,,,
2209,eald,eþelweard,oððæt,an,ongan,,,,,,
2210,deorcum,nihtum,draca,ricsian,,,,,,,
2211,se,ðe,on,heaum,hofe,hord,beweotode,,,,
2212,stanbeorh,steapne,stig,under,læg,,,,,,
2213,eldum,uncuð,þær,on,innan,giong,,,,,
2214,niða,nathwylc,se,ðe,neh,gefeng,,,,,
2215,hæðnum,horde,hond,,,,,,,,
2216,since,fahne,he,þæt,syððan,,,,,,
2217,þeah,ðe,he,slæpende,besyred,wurde,,,,,
2218,þeofes,cræfte,þæt,sie,ðiod,onfand,,,,,
2219,bufolc,beorna,þæt,he,gebolgen,wæs,,,,,
2220,nealles,mid,gewealdum,wyrmhord,abræc,,,,,,
2221,sylfes,willum,se,ðe,him,sare,gesceod,,,,
2222,ac,for,þreanedlan,þeow,nathwylces,,,,,,
2223,hæleða,bearna,heteswengeas,fleah,,,,,,,
2224,ærnes,þearfa,ond,ðær,inne,fealh,,,,,
2225,secg,synbysig,sona,onfunde,,,,,,,
2226,þæt,þær,ðam,gyste,gryrebroga,stod,,,,,
2227,hwæðre,earmsceapen,,,,,,,,,
2228,sceapen,,,,,,,,,,
2229,þa,hyne,se,fær,begeat,,,,,,
2230,sincfæt,,þær,wæs,swylcra,fela,,,,,
2231,in,ðam,eorðhuse,ærgestreona,,,,,,,
2232,swa,hy,on,geardagum,gumena,nathwylc,,,,,
2233,eormenlafe,æþelan,cynnes,,,,,,,,
2234,þanchycgende,þær,gehydde,,,,,,,,
2235,deore,maðmas,ealle,hie,deað,fornam,,,,,
2236,ærran,mælum,ond,se,an,ða,gen,,,,
2237,leoda,duguðe,se,ðær,lengest,hwearf,,,,,
2238,weard,winegeomor,wende,þæs,ylcan,,,,,,
2239,þæt,he,lytel,fæc,longgestreona,,,,,,
2240,brucan,moste,beorh,eallgearo,,,,,,,
2241,wunode,on,wonge,wæteryðum,neah,,,,,,
2242,niwe,be,næsse,nearocræftum,fæst,,,,,,
2243,þær,on,innan,bær,eorlgestreona,,,,,,
2244,hringa,hyrde,hordwyrðne,dæl,,,,,,,
2245,fættan,goldes,fea,worda,cwæð,,,,,,
2246,heald,þu,nu,hruse,nu,hæleð,ne,moston,,,
2247,eorla,æhte,hwæt,hyt,ær,on,ðe,,,,
2248,gode,begeaton,guðdeað,fornam,,,,,,,
2249,feorhbealo,frecne,fyra,gehwylcne,,,,,,,
2250,leoda,minra,þara,ðe,þis,lif,ofgeaf,,,,
2251,gesawon,seledream,ic,nah,hwa,sweord,wege,,,,
2252,oððe,feormie,fæted,wæge,,,,,,,
2253,dryncfæt,deore,duguð,ellor,sceoc,,,,,,
2254,sceal,se,hearda,helm,hyrsted,golde,,,,,
2255,fætum,befeallen,feormynd,swefað,,,,,,,
2256,þa,ðe,beadogriman,bywan,sceoldon,,,,,,
2257,ge,swylce,seo,herepad,sio,æt,hilde,gebad,,,
2258,ofer,borda,gebræc,bite,irena,,,,,,
2259,brosnað,æfter,beorne,ne,mæg,byrnan,hring,,,,
2260,æfter,wigfruman,wide,feran,,,,,,,
2261,hæleðum,be,healfe,næs,hearpan,wyn,,,,,
2262,gomen,gleobeames,ne,god,hafoc,,,,,,
2263,geond,sæl,swingeð,ne,se,swifta,mearh,,,,
2264,burhstede,beateð,bealocwealm,hafað,,,,,,,
2265,fela,feorhcynna,forð,onsended,,,,,,,
2266,swa,giomormod,giohðo,mænde,,,,,,,
2267,an,æfter,eallum,unbliðe,hwearf,,,,,,
2268,dæges,ond,nihtes,oððæt,deaðes,wylm,,,,,
2269,hran,æt,heortan,hordwynne,fond,,,,,,
2270,eald,uhtsceaða,opene,standan,,,,,,,
2271,se,ðe,byrnende,biorgas,seceð,,,,,,
2272,nacod,niðdraca,nihtes,fleogeð,,,,,,,
2273,fyre,befangen,hyne,foldbuend,,,,,,,
2274,swiðe,ondrædað,he,gesecean,sceall,,,,,,
2275,hord,on,hrusan,þær,he,hæðen,gold,,,,
2276,warað,wintrum,frod,ne,byð,him,wihte,ðy,sel,,
2277,swa,se,ðeodsceaða,þreo,hund,wintra,,,,,
2278,heold,on,hrusan,hordærna,sum,,,,,,
2279,eacencræftig,oððæt,hyne,an,abealch,,,,,,
2280,mon,on,mode,mandryhtne,bær,,,,,,
2281,fæted,wæge,frioðowære,bæd,,,,,,,
2282,hlaford,sinne,ða,wæs,hord,rasod,,,,,
2283,onboren,beaga,hord,bene,getiðad,,,,,,
2284,feasceaftum,men,frea,sceawode,,,,,,,
2285,fira,fyrngeweorc,forman,siðe,,,,,,,
2286,þa,se,wyrm,onwoc,wroht,wæs,geniwad,,,,
2287,stonc,ða,æfter,stane,stearcheort,onfand,,,,,
2288,feondes,fotlast,he,to,forð,gestop,,,,,
2289,dyrnan,cræfte,dracan,heafde,neah,,,,,,
2290,swa,mæg,unfæge,eaðe,gedigan,,,,,,
2291,wean,ond,wræcsið,se,ðe,waldendes,,,,,
2292,hyldo,gehealdeþ,hordweard,sohte,,,,,,,
2293,georne,æfter,grunde,wolde,guman,findan,,,,,
2294,þone,þe,him,on,sweofote,sare,geteode,,,,
2295,hat,ond,hreohmod,hlæw,oft,ymbehwearf,,,,,
2296,ealne,utanweardne,ne,ðær,ænig,mon,,,,,
2297,on,þære,westenne,hwæðre,wiges,gefeh,,,,,
2298,beaduwe,weorces,hwilum,on,beorh,æthwearf,,,,,
2299,sincfæt,sohte,he,þæt,sona,onfand,,,,,
2300,ðæt,hæfde,gumena,sum,goldes,gefandod,,,,,
2301,heahgestreona,hordweard,onbad,,,,,,,,
2302,earfoðlice,oððæt,æfen,cwom,,,,,,,
2303,wæs,ða,gebolgen,beorges,hyrde,,,,,,
2304,wolde,se,laða,lige,forgyldan,,,,,,
2305,drincfæt,dyre,þa,wæs,dæg,sceacen,,,,,
2306,wyrme,on,willan,no,on,wealle,læg,,,,
2307,bidan,wolde,ac,mid,bæle,for,,,,,
2308,fyre,gefysed,wæs,se,fruma,egeslic,,,,,
2309,leodum,on,lande,swa,hyt,lungre,wearð,,,,
2310,on,hyra,sincgifan,sare,geendod,,,,,,
2311,ða,se,gæst,ongan,gledum,spiwan,,,,,
2312,beorht,hofu,bærnan,bryneleoma,stod,,,,,,
2313,eldum,on,andan,no,ðær,aht,cwices,,,,
2314,lað,lyftfloga,læfan,wolde,,,,,,,
2315,wæs,þæs,wyrmes,wig,wide,gesyne,,,,,
2316,nearofages,nið,nean,ond,feorran,,,,,,
2317,hu,se,guðsceaða,geata,leode,,,,,,
2318,hatode,ond,hynde,hord,eft,gesceat,,,,,
2319,dryhtsele,dyrnne,ær,dæges,hwile,,,,,,
2320,hæfde,landwara,lige,befangen,,,,,,,
2321,bæle,ond,bronde,beorges,getruwode,,,,,,
2322,wiges,ond,wealles,him,seo,wen,geleah,,,,
2323,þa,wæs,biowulfe,broga,gecyðed,,,,,,
2324,snude,to,soðe,þæt,his,sylfes,ham,,,,
2325,bolda,selest,brynewylmum,mealt,,,,,,,
2326,gifstol,geata,þæt,ðam,godan,wæs,,,,,
2327,hreow,on,hreðre,hygesorga,mæst,,,,,,
2328,wende,se,wisa,þæt,he,wealdende,,,,,
2329,ofer,ealde,riht,ecean,dryhtne,,,,,,
2330,bitre,gebulge,breost,innan,weoll,,,,,,
2331,þeostrum,geþoncum,swa,him,geþywe,ne,wæs,,,,
2332,hæfde,ligdraca,leoda,fæsten,,,,,,,
2333,ealond,utan,eorðweard,ðone,,,,,,,
2334,gledum,forgrunden,him,ðæs,guðkyning,,,,,,
2335,wedera,þioden,wræce,leornode,,,,,,,
2336,heht,him,þa,gewyrcean,wigendra,hleo,,,,,
2337,eallirenne,eorla,dryhten,,,,,,,,
2338,wigbord,wrætlic,wisse,he,gearwe,,,,,,
2339,þæt,him,holtwudu,helpan,ne,meahte,,,,,
2340,lind,wið,lige,sceolde,lændaga,,,,,,
2341,æþeling,ærgod,ende,gebidan,,,,,,,
2342,worulde,lifes,ond,se,wyrm,somod,,,,,
2343,þeah,ðe,hordwelan,heolde,lange,,,,,,
2344,oferhogode,ða,hringa,fengel,,,,,,,
2345,þæt,he,þone,widflogan,weorode,gesohte,,,,,
2346,sidan,herge,no,he,him,þa,sæcce,ondred,,,
2347,ne,him,þæs,wyrmes,wig,for,wiht,dyde,,,
2348,eafoð,ond,ellen,forðon,he,ær,fela,,,,
2349,nearo,neðende,niða,gedigde,,,,,,,
2350,hildehlemma,syððan,he,hroðgares,,,,,,,
2351,sigoreadig,secg,sele,fælsode,,,,,,,
2352,ond,æt,guðe,forgrap,grendeles,mægum,,,,,
2353,laðan,cynnes,no,þæt,læsest,wæs,,,,,
2354,hondgemota,þær,mon,hygelac,sloh,,,,,,
2355,syððan,geata,cyning,guðe,ræsum,,,,,,
