,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
412,hides,itself,under,heavens,dome,,,,,,,,,,,,,,
413,so,every,elder,and,experience,councilman,,,,,,,,,,,,,
414,among,my,people,supported,my,resolve,,,,,,,,,,,,,
415,to,come,here,to,you,king,hrothgar,,,,,,,,,,,,
416,because,all,knew,of,my,awesome,strength,,,,,,,,,,,,
417,they,had,seen,me,boltered,in,the,blood,of,enemies,,,,,,,,,
418,when,i,battled,and,bound,five,beasts,420,,,,,,,,,,,
419,raided,a,trollnest,and,in,the,nightsea,,,,,,,,,,,,
420,slaughtered,seabrutes,i,have,suffered,extremes,,,,,,,,,,,,,
421,and,avenged,the,geats,their,enemies,brought,it,,,,,,,,,,,
422,upon,themselves,i,devastated,them,,,,,,,,,,,,,,
423,now,i,mean,to,be,a,match,for,grendel,,,,,,,,,,
424,settle,the,outcome,in,a,single,combat,,,,,,,,,,,,
425,and,so,my,request,o,king,of,brightdanes,,,,,,,,,,,
426,dear,prince,pf,the,shieldings,friend,of,the,people,,,,,,,,,,
427,and,their,ring,of,defense,my,one,request,,,,,,,,,,,
428,is,that,you,wont,refuse,me,who,have,come,this,far,430,,,,,,,
429,the,privilege,of,purifying,heorot,,,,,,,,,,,,,,
430,with,my,own,men,to,help,me,and,nobody,else,,,,,,,,,
431,i,have,heard,moreover,that,the,monster,scorns,,,,,,,,,,,
432,in,his,reckless,way,to,use,weapons,,,,,,,,,,,,
433,therefore,to,heighten,hygelacs,fame,,,,,,,,,,,,,,
434,and,gladden,his,heart,i,hereby,renounce,,,,,,,,,,,,
435,sword,and,the,shelter,of,the,broad,shield,,,,,,,,,,,
436,the,heavy,warboard,handtohand,,,,,,,,,,,,,,,
437,is,how,it,will,be,a,lifeanddeath,,,,,,,,,,,,
438,fight,with,the,fiend,whichever,one,death,fells,440,,,,,,,,,,
439,must,deem,it,a,just,judgment,by,god,,,,,,,,,,,
440,if,grendel,wins,it,will,be,a,gruesome,day,,,,,,,,,,
441,he,will,glut,himself,on,the,geats,in,the,warhall,,,,,,,,,
442,swoop,without,fear,on,that,flower,of,manhood,,,,,,,,,,,
443,as,on,others,before,then,my,face,wont,be,there,,,,,,,,,
444,to,be,covered,in,death,he,will,carry,me,away,,,,,,,,,
445,as,he,goes,to,ground,gorged,and,bloodied,,,,,,,,,,,
446,he,will,run,gloating,with,my,raw,corpse,,,,,,,,,,,
447,and,feed,on,it,alone,in,a,cruel,frenzy,,,,,,,,,,
448,fouling,his,moornest,no,need,then,450,,,,,,,,,,,,
449,to,lament,for,long,or,lay,out,my,body,,,,,,,,,,
450,if,the,battle,takes,me,send,back,,,,,,,,,,,,
451,this,breastwebbing,that,weland,fashioned,,,,,,,,,,,,,,
452,and,hrethel,gave,me,to,hygelac,,,,,,,,,,,,,
453,fate,goes,ever,as,fate,must,,,,,,,,,,,,,
454,hrothgar,the,helmet,of,the,shieldings,spoke,,,,,,,,,,,,
455,beowulf,my,friend,you,have,traveled,here,,,,,,,,,,,,
456,to,favour,us,with,help,and,fight,for,us,,,,,,,,,,
457,there,was,a,feud,one,time,begun,by,your,father,,,,,,,,,
458,with,his,own,hands,he,had,killed,heatholaf,460,,,,,,,,,,
459,who,was,a,wulfing,so,war,was,looming,,,,,,,,,,,
460,and,his,people,in,fear,of,it,forced,him,to,leave,,,,,,,,
461,he,came,away,then,over,rolling,waves,,,,,,,,,,,,
462,to,the,south,danes,here,the,sons,of,honor,,,,,,,,,,
463,i,was,then,in,the,full,flush,of,kingship,,,,,,,,,,
464,establishing,my,sway,over,all,the,rich,strongholds,,,,,,,,,,,
465,of,this,heroic,land,heorogar,,,,,,,,,,,,,,
466,my,older,brother,and,the,better,man,,,,,,,,,,,,
467,also,a,son,of,halfdanes,had,died,,,,,,,,,,,,
468,finally,i,healed,the,feud,by,paying,470,,,,,,,,,,,
469,i,shipped,a,treasuretrove,to,the,wulfings,,,,,,,,,,,,
470,and,ecgtheow,acknowledged,me,with,oaths,of,allegiance,,,,,,,,,,,
471,it,bothers,me,to,have,to,burden,anyone,,,,,,,,,,,
472,with,all,the,grief,grendel,has,caused,,,,,,,,,,,,
473,and,the,havoc,he,has,wreaked,upon,us,in,heorot,,,,,,,,,
474,our,humiliations,my,householdguard,,,,,,,,,,,,,,,
475,are,on,the,wane,fate,sweeps,them,away,,,,,,,,,,,
476,into,grendels,clutchesbut,god,can,easily,,,,,,,,,,,,,
477,halt,these,raids,and,harrowing,attacks,,,,,,,,,,,,,
478,time,and,again,when,the,goblets,passed,480,,,,,,,,,,,
479,and,seasoned,fighters,got,flushed,with,beer,,,,,,,,,,,,
480,they,would,pledge,themselves,to,protect,heorot,,,,,,,,,,,,
481,and,wait,for,grendel,with,whetted,swords,,,,,,,,,,,,
482,but,when,dawn,broke,and,day,crept,in,,,,,,,,,,,
483,over,each,empty,bloodspattered,bench,,,,,,,,,,,,,,
484,the,floor,of,the,meadhall,where,they,had,feasted,,,,,,,,,,
485,would,be,slick,with,slaughter,and,so,they,died,,,,,,,,,,
486,faithful,retainers,and,my,following,dwindled,,,,,,,,,,,,,
487,now,take,your,place,at,the,table,relish,,,,,,,,,,,
488,the,triumph,of,heroes,to,your,hearts,content,490,,,,,,,,,,
489,then,a,bench,was,cleared,in,that,banquet,hall,,,,,,,,,,
490,so,the,geats,could,have,room,to,be,together,,,,,,,,,,
491,and,the,party,sat,proud,in,their,bearing,,,,,,,,,,,
492,strong,and,stalwart,an,attendant,stood,by,,,,,,,,,,,,
493,with,a,decorated,pitcher,pouring,bright,,,,,,,,,,,,,
494,helpings,of,mead,and,the,minstrel,sang,,,,,,,,,,,,
495,filling,heorot,with,his,headclearing,voice,,,,,,,,,,,,,
496,gladdening,that,great,rally,of,danes,and,geats,,,,,,,,,,,
497,from,where,he,crouched,at,the,kings,feet,,,,,,,,,,,
498,unferth,a,son,of,ecglafs,spoke,500,,,,,,,,,,,,
499,contrary,words,beowulfs,coming,,,,,,,,,,,,,,,
500,his,seabraving,made,him,sick,with,envy,,,,,,,,,,,,
501,he,could,not,brook,or,abide,the,fact,,,,,,,,,,,
502,that,anyone,else,alive,under,heaven,,,,,,,,,,,,,
503,might,enjoy,greater,regard,than,he,did,,,,,,,,,,,,
504,are,you,the,beowulf,who,took,on,breca,,,,,,,,,,,
505,in,a,swimming,match,on,the,open,sea,,,,,,,,,,,
506,risking,the,water,just,to,prove,you,could,win,,,,,,,,,,
507,it,was,sheer,vanity,made,you,venture,out,,,,,,,,,,,
508,on,the,main,deep,and,no,matter,who,tried,510,,,,,,,,,
509,friend,or,foe,to,deflect,the,pair,of,you,,,,,,,,,,
510,neither,would,back,down,the,seatest,obsessed,you,,,,,,,,,,,
511,you,waded,in,embracing,water,,,,,,,,,,,,,,
512,taking,its,measure,mastering,currents,,,,,,,,,,,,,,
513,riding,on,the,swell,the,ocean,swayed,,,,,,,,,,,,
514,winter,went,wild,in,the,waves,but,you,vied,,,,,,,,,,
515,for,seven,nights,and,then,he,outswam,you,,,,,,,,,,,
516,came,ashore,the,stronger,contender,,,,,,,,,,,,,,
517,he,was,cast,up,safe,and,sound,one,morning,,,,,,,,,,
518,among,the,heathoreams,then,made,his,way,520,,,,,,,,,,,
519,to,where,he,belonged,in,bronding,country,,,,,,,,,,,,
520,home,again,sure,of,his,ground,,,,,,,,,,,,,
521,in,strong,room,and,bawn,so,breca,made,good,,,,,,,,,,
522,his,boast,upon,you,and,was,proved,right,,,,,,,,,,,
523,no,matter,therefore,how,you,may,have,fared,,,,,,,,,,,
524,in,every,bout,and,battle,until,now,,,,,,,,,,,,
525,this,time,youll,be,worsted,no,one,has,ever,,,,,,,,,,
526,outlasted,an,entire,night,against,grendel,,,,,,,,,,,,,
527,beowulf,ecgtheows,son,replied,,,,,,,,,,,,,,,
528,well,friend,unferth,you,have,had,your,say,530,,,,,,,,,,
529,about,breca,and,me,but,it,was,mostly,beer,,,,,,,,,,
530,that,was,doing,the,talking,the,truth,is,this,,,,,,,,,,
531,when,the,going,was,heavy,in,those,high,waves,,,,,,,,,,
532,i,was,the,strongest,swimmer,of,all,,,,,,,,,,,,
533,wed,been,children,together,and,we,grew,up,,,,,,,,,,,
534,daring,ourselves,to,outdo,each,other,,,,,,,,,,,,,
535,boasting,and,urging,each,other,to,risk,,,,,,,,,,,,
536,our,lives,on,the,sea,and,so,it,turned,out,,,,,,,,,
537,each,of,us,swam,holding,a,sword,,,,,,,,,,,,
538,a,naked,hardproofed,blade,for,protection,540,,,,,,,,,,,,
539,against,the,whalebeasts,but,breca,could,never,,,,,,,,,,,,
540,move,out,farther,or,faster,from,me,,,,,,,,,,,,
541,than,i,could,manage,to,move,from,him,,,,,,,,,,,
542,shoulder,to,shoulder,we,struggled,on,,,,,,,,,,,,,
543,for,five,nights,until,the,long,flow,,,,,,,,,,,,
544,and,pitch,of,the,waves,the,perishing,cold,,,,,,,,,,,
545,night,falling,and,winds,from,the,north,,,,,,,,,,,,
546,drove,us,apart,the,deep,boiled,up,,,,,,,,,,,,
547,and,its,wallowing,sent,the,seabrutes,wild,,,,,,,,,,,,
548,my,armor,held,me,to,hold,out,550,,,,,,,,,,,
549,my,hardringed,chainmail,handforged,and,linked,,,,,,,,,,,,,
550,a,fine,closefitting,filigree,of,gold,,,,,,,,,,,,,
551,kept,me,safe,when,some,ocean,creature,,,,,,,,,,,,
552,pulled,me,to,the,bottom,pinioned,fast,,,,,,,,,,,,
553,and,swathed,in,its,grip,i,was,granted,one,,,,,,,,,,
554,final,chance,my,sword,plunged,,,,,,,,,,,,,,
555,and,the,ordeal,was,over,through,my,own,hands,,,,,,,,,,
556,the,fury,of,battle,had,finished,off,the,seabeast,,,,,,,,,,
557,time,and,again,foul,things,attacked,me,,,,,,,,,,,,
558,lurking,and,stalking,but,i,lashed,out,560,,,,,,,,,,,
559,gave,as,good,as,i,got,with,my,sword,,,,,,,,,,
560,my,flesh,was,not,for,feasting,on,,,,,,,,,,,,
561,there,would,be,no,monsters,gnawing,and,gloating,,,,,,,,,,,
562,over,their,banquet,at,the,bottom,of,the,sea,,,,,,,,,,
563,instead,in,the,morning,mangled,and,sleeping,,,,,,,,,,,,
564,the,sleep,of,the,sword,they,slopped,and,floated,,,,,,,,,,
565,like,the,oceans,leavings,from,now,on,,,,,,,,,,,,
566,sailors,would,the,safe,the,deepsea,raids,,,,,,,,,,,,
567,were,over,for,good,light,came,from,the,east,,,,,,,,,,
568,bright,guarantee,of,god,and,the,waves,570,,,,,,,,,,,
569,went,quiet,i,could,see,the,headlands,,,,,,,,,,,,
570,and,buffeted,cliffs,often,for,undaunted,courage,,,,,,,,,,,,
571,fate,spares,the,man,it,has,not,already,marked,,,,,,,,,,
572,however,it,had,occurred,my,sword,had,killed,,,,,,,,,,,
573,nine,sea,monsters,such,nightdangers,,,,,,,,,,,,,,
574,and,hard,ordeals,i,have,never,heard,of,,,,,,,,,,,
575,nor,of,a,man,so,desolate,in,surging,waves,,,,,,,,,,
576,but,worn,out,as,i,was,i,survived,,,,,,,,,,,
577,came,through,with,my,life,the,ocean,lifted,,,,,,,,,,,
578,and,laid,me,ashore,i,landed,safe,580,,,,,,,,,,,
579,on,the,coast,of,finland,now,i,cannot,recall,,,,,,,,,,
580,any,fight,you,entered,unferth,,,,,,,,,,,,,,
581,that,bears,comparison,i,dont,boast,when,i,say,,,,,,,,,,
582,that,neither,you,nor,breca,ever,were,much,,,,,,,,,,,
583,celebrated,for,swordsmanship,,,,,,,,,,,,,,,,
584,or,for,facing,danger,in,the,battlefield,,,,,,,,,,,,
585,you,killed,your,own,kith,and,kin,,,,,,,,,,,,
586,so,for,all,your,cleverness,and,quick,tongue,,,,,,,,,,,
587,you,will,suffer,damnation,in,the,pits,of,hell,,,,,,,,,,
588,the,fact,it,unferth,if,you,were,truly,590,,,,,,,,,,
589,as,keen,or,courageous,as,you,claim,to,be,,,,,,,,,,
590,grendel,would,never,have,got,away,with,,,,,,,,,,,,
591,such,unchecked,atrocity,attacks,on,your,king,,,,,,,,,,,,
592,havoc,in,heorot,and,horrors,everywhere,,,,,,,,,,,,,
593,but,he,knows,he,need,never,be,in,dread,,,,,,,,,,
594,of,your,blade,making,a,mizzle,of,his,blood,,,,,,,,,,
595,or,of,vengeance,arriving,ever,from,this,quarter,,,,,,,,,,,
596,from,the,victoryshieldings,the,shoulderers,of,the,spear,,,,,,,,,,,
597,he,knows,he,can,trample,down,you,danes,,,,,,,,,,,
598,to,his,hearts,content,humiliate,and,murder,600,,,,,,,,,,,
599,without,fear,of,reprisal,but,he,will,find,me,different,,,,,,,,,
600,i,will,show,him,how,geats,shape,to,kill,,,,,,,,,,
601,in,the,heat,of,battle,then,whoever,wants,to,,,,,,,,,,
602,may,go,bravely,to,morning,mead,when,morning,light,,,,,,,,,,
603,scarfed,in,sundazzle,shines,forth,from,the,south,,,,,,,,,,,
604,and,brings,another,daybreak,to,the,world,,,,,,,,,,,,
605,then,the,grayhaired,treasuregiver,was,glad,,,,,,,,,,,,,
606,farfamed,in,battle,the,prince,of,brightdanes,,,,,,,,,,,,
607,and,keeper,of,his,people,counted,on,beowulf,,,,,,,,,,,
608,on,the,warriors,steadfastness,and,his,word,610,,,,,,,,,,,
609,so,the,laughter,started,the,din,got,louder,,,,,,,,,,,
610,and,the,crowd,was,happy,wealhtheow,came,in,,,,,,,,,,,
611,hrothgars,queen,observing,the,courtesies,,,,,,,,,,,,,,
612,adorned,in,her,gold,she,graciously,saluted,,,,,,,,,,,,
613,the,men,in,the,hall,then,handed,the,cup,,,,,,,,,,
614,first,to,hrothgar,their,homelands,guardian,,,,,,,,,,,,,
615,urging,him,to,drink,deep,and,enjoy,it,,,,,,,,,,,
616,because,he,was,dear,to,them,and,he,drank,it,down,,,,,,,,
617,like,the,warlord,he,was,with,festive,cheer,,,,,,,,,,,
618,so,the,helming,woman,went,on,her,rounds,620,,,,,,,,,,
619,queenly,and,dignified,decked,out,in,rings,,,,,,,,,,,,
620,offering,the,goblet,to,all,ranks,,,,,,,,,,,,,
621,treating,the,household,and,the,assembled,troop,,,,,,,,,,,,
622,until,it,was,beowulfs,turn,to,take,it,from,her,hand,,,,,,,,
623,with,measured,words,she,welcomed,the,geat,,,,,,,,,,,,
624,and,thanked,god,for,granting,her,wish,,,,,,,,,,,,
625,that,a,deliverer,she,could,believe,in,would,arrive,,,,,,,,,,
626,to,ease,their,afflictions,he,accepted,the,cup,,,,,,,,,,,
627,a,daunting,man,dangerous,in,action,,,,,,,,,,,,,
628,and,eager,for,it,always,he,addressed,wealhtheow,630,,,,,,,,,,
629,beowulf,son,of,ecgtheow,said,,,,,,,,,,,,,,
630,i,had,a,fixed,purpose,when,i,put,out,to,sea,,,,,,,,
631,as,i,sat,in,the,boat,with,my,band,of,men,,,,,,,,
632,i,meant,to,perform,to,the,uttermost,,,,,,,,,,,,
633,what,your,people,wanted,or,perish,in,the,attempt,,,,,,,,,,
634,in,the,fiends,clutches,and,i,shall,fulfill,that,purpose,,,,,,,,,
635,prove,myself,with,a,proud,deed,,,,,,,,,,,,,
636,or,meet,my,death,here,in,the,meadhall,,,,,,,,,,,
637,this,formal,boast,by,beowulf,the,geat,,,,,,,,,,,,
638,pleased,the,lady,well,and,she,went,to,sit,640,,,,,,,,,
639,by,hrothgar,regal,and,arrayed,with,gold,,,,,,,,,,,,
640,then,it,was,like,old,times,in,the,echoing,hall,,,,,,,,,
641,proud,talk,and,the,people,happy,,,,,,,,,,,,,
642,loud,and,excited,until,soon,enough,,,,,,,,,,,,,
643,halfdanes,heir,had,to,be,away,,,,,,,,,,,,,
644,to,his,nights,rest,he,realized,,,,,,,,,,,,,
645,that,the,demon,was,going,to,descend,on,the,hall,,,,,,,,,
646,that,he,had,plotted,all,day,from,dawnlight,,,,,,,,,,,
647,until,darkness,gathered,again,over,the,world,,,,,,,,,,,,
648,and,stealthy,nightshades,came,stealing,forth,650,,,,,,,,,,,,
649,under,the,cloudmurk,the,company,stood,,,,,,,,,,,,,
650,as,the,two,leaders,took,leave,of,each,other,,,,,,,,,,
651,hrothgar,wished,beowulf,health,and,good,luck,,,,,,,,,,,,
652,named,him,hallwarden,and,announced,as,follows,,,,,,,,,,,,
653,never,since,my,hand,could,hold,a,shield,,,,,,,,,,,
654,have,i,entrusted,or,given,control,,,,,,,,,,,,,
655,of,the,danes,hall,to,anyone,but,you,,,,,,,,,,,
656,ward,and,guard,it,for,it,is,the,greatest,of,houses,,,,,,,,
657,be,on,your,mettle,now,keep,in,mind,your,fame,,,,,,,,,
658,beware,of,the,enemy,theres,nothing,you,wish,for,660,,,,,,,,,
659,that,wont,be,yours,if,you,win,through,alive,,,,,,,,,,
660,hrothgar,departed,then,with,his,houseguard,,,,,,,,,,,,,
661,the,lord,of,the,shieldings,their,shelter,in,war,,,,,,,,,,
662,left,the,meadhall,to,lie,with,wealhtheow,,,,,,,,,,,,
663,his,queen,and,bedmate,the,king,of,glory,,,,,,,,,,,
664,as,people,learned,had,posted,a,lookout,,,,,,,,,,,,
665,who,was,a,match,for,grendel,a,guard,against,monsters,,,,,,,,,
666,special,protection,to,the,danish,prince,,,,,,,,,,,,,
667,and,the,geat,placed,complete,trust,,,,,,,,,,,,,
668,in,his,strength,of,limb,and,the,lords,favor,670,,,,,,,,,
669,he,began,to,remove,his,iron,breastmail,,,,,,,,,,,,
670,took,off,the,helmet,and,handed,his,attendant,,,,,,,,,,,
671,the,patterned,sword,a,smiths,masterpiece,,,,,,,,,,,,,
672,ordering,him,to,keep,the,equipment,guarded,,,,,,,,,,,,
673,and,before,he,bedded,down,beowulf,,,,,,,,,,,,,
674,that,prince,of,goodness,proudly,asserted,,,,,,,,,,,,,
675,when,it,comes,to,fighting,i,count,myself,,,,,,,,,,,
676,as,dangerous,any,day,as,grendel,,,,,,,,,,,,,
677,so,it,wont,be,a,cutting,edge,ill,wield,,,,,,,,,,
678,to,mow,him,down,easily,as,i,might,680,,,,,,,,,,
679,he,has,no,ideas,of,the,arts,of,war,,,,,,,,,,
680,of,shield,or,swordplay,though,he,does,possess,,,,,,,,,,,
681,a,wild,strength,no,weapons,therefore,,,,,,,,,,,,,
682,for,either,this,night,unarmed,he,shall,face,me,,,,,,,,,,
683,if,face,me,he,dares,and,may,the,divine,lord,,,,,,,,,
684,in,his,wisdom,grant,victory,,,,,,,,,,,,,,
685,to,whichever,side,he,sees,fit,,,,,,,,,,,,,
686,then,down,the,brave,man,lay,with,his,bolster,,,,,,,,,,
687,under,his,head,and,his,whole,company,,,,,,,,,,,,
688,of,searovers,at,rest,beside,him,690,,,,,,,,,,,,
689,none,of,them,expected,he,would,ever,see,,,,,,,,,,,
690,his,homeland,again,or,get,back,,,,,,,,,,,,,
691,to,his,native,place,and,the,people,who,reared,him,,,,,,,,,
692,they,knew,too,well,the,way,it,was,before,,,,,,,,,,
693,how,often,the,danes,had,fallen,prey,,,,,,,,,,,,
694,to,death,in,the,meadhall,but,the,lord,was,weaving,,,,,,,,,
695,a,victory,on,his,warloom,for,the,weathergeats,,,,,,,,,,,
696,through,the,strength,of,one,they,all,prevailed,,,,,,,,,,,
697,they,would,crush,their,enemy,and,come,through,,,,,,,,,,,
698,in,triumph,and,gladness,the,truth,is,clear,700,,,,,,,,,,
699,almighty,god,rules,over,mankind,,,,,,,,,,,,,,
700,and,always,has,then,out,of,the,night,,,,,,,,,,,
701,came,the,shadowstalker,stealthy,and,swift,,,,,,,,,,,,,
702,the,hallguards,were,slack,asleep,at,their,posts,,,,,,,,,,,
703,all,except,one,it,was,widely,understood,,,,,,,,,,,,
704,that,as,long,as,god,disallowed,it,,,,,,,,,,,,
705,the,fiend,could,not,bear,them,to,his,shadowbourne,,,,,,,,,,
706,one,man,however,was,in,a,fighting,mood,,,,,,,,,,,
707,awake,and,on,edge,spoiling,for,action,,,,,,,,,,,,
708,in,off,the,moors,down,through,the,mistbands,710,,,,,,,,,,
709,godcursed,grendel,came,greedily,loping,,,,,,,,,,,,,,
710,the,bane,of,the,race,of,men,roamed,forth,,,,,,,,,,
711,hunting,for,a,prey,in,the,high,hall,,,,,,,,,,,
712,under,the,cloudmurk,he,moved,towards,it,,,,,,,,,,,,
713,until,it,shone,above,him,a,sheer,keep,,,,,,,,,,,
714,of,fortified,gold,nor,was,that,the,first,time,,,,,,,,,,
715,he,had,scouted,the,grounds,of,hrothgars,dwelling,,,,,,,,,,,
716,although,never,in,his,life,before,or,since,,,,,,,,,,,
717,did,he,find,harder,fortune,or,halldefenders,,,,,,,,,,,,
718,spurned,and,joyless,he,journeyed,on,ahead,720,,,,,,,,,,,
719,and,arrived,at,the,bawn,the,ironbraced,door,,,,,,,,,,,
720,turned,in,its,hinge,when,his,hand,touched,it,,,,,,,,,,
721,then,his,rage,boiled,over,he,ripped,open,,,,,,,,,,,
722,the,mouth,of,the,building,maddening,for,blood,,,,,,,,,,,
723,pacing,the,length,of,the,patterned,floor,,,,,,,,,,,,
724,with,his,loathsome,tread,while,a,baleful,light,,,,,,,,,,,
725,flame,more,than,light,flared,from,his,eyes,,,,,,,,,,,
726,he,saw,many,men,in,the,mansion,sleeping,,,,,,,,,,,
727,a,ranked,company,of,kinsmen,and,warriors,,,,,,,,,,,,
728,quartered,together,and,his,glee,was,demonic,730,,,,,,,,,,,
729,picturing,the,mayhem,before,morning,,,,,,,,,,,,,,
730,he,would,rip,life,from,limp,and,devour,them,,,,,,,,,,
731,feed,on,their,flesh,but,his,fate,that,night,,,,,,,,,,
732,was,due,to,change,his,days,of,ravening,,,,,,,,,,,
733,had,come,to,an,end,mighty,and,canny,,,,,,,,,,,
734,hygelacs,kinsman,was,keenly,watching,,,,,,,,,,,,,,
735,for,the,first,move,the,monster,would,make,,,,,,,,,,,
736,nor,did,the,creature,keep,him,waiting,,,,,,,,,,,,
737,but,struck,suddenly,and,started,in,,,,,,,,,,,,,
738,he,grabbed,and,mauled,a,man,on,his,bench,740,,,,,,,,,
739,bit,into,his,bonelappings,bolted,down,his,blood,,,,,,,,,,,
740,and,gorged,on,him,in,lumps,leaving,the,body,,,,,,,,,,
741,utterly,lifeless,eaten,up,,,,,,,,,,,,,,,
742,hand,and,foot,venturing,closer,,,,,,,,,,,,,,
743,his,talon,was,raised,to,attack,beowulf,,,,,,,,,,,,
744,where,he,lay,on,the,bed,he,was,bearing,in,,,,,,,,,
745,with,open,claw,when,the,alert,heros,,,,,,,,,,,,
746,comeback,and,armlock,forestalled,him,utterly,,,,,,,,,,,,,
747,the,captain,of,evil,discovered,himself,,,,,,,,,,,,,
748,in,a,handgrip,harder,than,anything,750,,,,,,,,,,,,
749,he,had,ever,encountered,in,any,man,,,,,,,,,,,,
750,on,the,face,of,the,earth,every,bone,in,his,body,,,,,,,,
751,quailed,and,coiled,but,he,could,not,escape,,,,,,,,,,,
752,he,was,desperate,to,flee,to,his,den,and,hide,,,,,,,,,
753,with,the,devils,litter,for,in,all,his,days,,,,,,,,,,
754,he,had,never,been,clamped,or,cornered,like,this,,,,,,,,,,
755,then,hygelacs,trusty,retainer,recalled,,,,,,,,,,,,,,
756,his,bedtime,speech,sprang,to,his,feet,,,,,,,,,,,,
757,and,got,a,firm,hold,fingers,were,bursting,,,,,,,,,,,
758,the,monster,backtracking,the,man,overpowering,760,,,,,,,,,,,,
759,the,dread,of,the,land,was,desperate,to,escape,,,,,,,,,,
760,to,take,a,roundabout,road,and,flee,,,,,,,,,,,,
761,to,his,lair,in,the,fens,the,latching,power,,,,,,,,,,
762,in,his,fingers,weakened,it,was,the,worst,trip,,,,,,,,,,
763,the,terrormonger,had,taken,to,heorot,,,,,,,,,,,,,
764,and,now,the,timber,trembled,and,sang,,,,,,,,,,,,
765,a,hallsession,that,harrowed,every,dane,,,,,,,,,,,,,
766,inside,the,stockade,stumbling,in,fury,,,,,,,,,,,,,
767,the,two,contenders,crashed,through,the,building,,,,,,,,,,,,
768,the,hall,clattered,and,hammered,but,somehow,770,,,,,,,,,,,
769,survived,the,onslaught,and,kept,standing,,,,,,,,,,,,,
770,it,was,handsomely,structured,a,sturdy,frame,,,,,,,,,,,,
771,braced,with,the,best,of,blacksmiths,work,,,,,,,,,,,,
772,inside,and,out,the,story,goes,,,,,,,,,,,,,
773,that,as,the,pair,struggled,mead,benches,were,smashed,,,,,,,,,,
774,and,sprung,off,the,floor,gold,fittings,and,all,,,,,,,,,,
775,before,then,no,shielding,elder,would,believe,,,,,,,,,,,,
776,there,was,any,power,or,person,on,earth,,,,,,,,,,,
777,capable,of,wrecking,their,hornrigged,hall,,,,,,,,,,,,,
778,unless,the,burning,embrace,of,fire,780,,,,,,,,,,,,
779,engulf,it,in,flame,then,an,extraordinary,,,,,,,,,,,,
780,wail,arose,and,bewildering,fear,,,,,,,,,,,,,,
781,came,over,the,danes,everyone,felt,it,,,,,,,,,,,,
782,who,heard,that,cry,as,it,echoed,off,the,wall,,,,,,,,,
783,a,godcursed,scream,and,strain,of,catastrophe,,,,,,,,,,,,
784,the,howl,of,the,loser,the,lament,of,the,hellserf,,,,,,,,,
785,keening,his,wound,he,was,overwhelmed,,,,,,,,,,,,,
786,manacled,tight,by,the,man,who,of,all,men,,,,,,,,,,
787,was,foremost,and,strongest,in,the,days,of,this,life,,,,,,,,,
788,but,the,earl,troops,leader,was,not,inclined,790,,,,,,,,,,
789,to,allow,his,caller,to,depart,alive,,,,,,,,,,,,
790,he,did,not,consider,that,life,of,much,account,,,,,,,,,,
791,to,anyone,anywhere,time,and,again,,,,,,,,,,,,,
792,beowulfs,warriors,worked,to,defend,,,,,,,,,,,,,,
793,their,lords,life,laying,about,them,,,,,,,,,,,,,
794,as,best,they,could,with,their,ancestral,blades,,,,,,,,,,,
795,stalwart,in,action,they,kept,striking,out,,,,,,,,,,,,
796,on,every,side,seeking,to,cut,,,,,,,,,,,,,
797,straight,to,the,soul,when,they,joined,the,struggle,,,,,,,,,,
798,there,was,something,they,could,have,not,known,at,the,time,800,,,,,,,
799,that,not,blade,on,earth,no,blacksmiths,art,,,,,,,,,,,
